,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
337,337,337,337,Subhakar singh,2021-04-27,Quality,Awesome product and the sound quality is super.Overall its a good product.,0,5,awesome product and the sound quality is super.overall its a good product.,awesome product and the sound quality is superoverall its a good product,awesome product sound quality superoverall good product,1,1,1
338,338,338,338,Hardik patel,2020-11-11,Smart tv awesome,YouTube access is best..awesome tv and super service of amazon...installation free and wall hanging of tv is also free,0,5,youtube access is best..awesome tv and super service of amazon...installation free and wall hanging of tv is also free,youtube access is bestawesome tv and super service of amazoninstallation free and wall hanging of tv is also free,youtube access bestawesome tv super service amazoninstallation free wall hanging tv also free,1,0,1
339,339,339,339,Amazon Customer,2021-02-05,Nice,Its nice product with in the expected range,0,5,its nice product with in the expected range,its nice product with in the expected range,nice product expected range,0,1,0
340,340,340,340,Subrata Ganguly,2021-08-23,OK,Ok but voice is very low not upto the mark.,0,4,ok but voice is very low not upto the mark.,ok but voice is very low not upto the mark,ok voice low upto mark,0,0,0
341,341,341,341,sushovan sengupta,2021-06-17,Great Tv,amazing product on low budget,0,5,amazing product on low budget,amazing product on low budget,amazing product low budget,1,1,1
342,342,342,342,Guneet Gill,2021-02-15,Highly recommended,"Simply superb. Every feature of this product is great whether sound, picture quality , voice regarding or any other",0,5,"simply superb. every feature of this product is great whether sound, picture quality , voice regarding or any other",simply superb every feature of this product is great whether sound picture quality  voice regarding or any other,simply superb every feature product great whether sound picture quality voice regarding,0,1,0
343,343,343,343,Sharib Tasneem,2021-04-04,A FINE TELEVISION,EVERYTHING GOOD TILL NOW.... LOVED IT,0,5,everything good till now.... loved it,everything good till now loved it,everything good till loved,0,0,0
344,344,344,344,ahmad,2021-01-03,Very good,Very very nice,0,5,very very nice,very very nice,nice,1,1,1
345,345,345,345,RISHAV Jha,2020-12-16,Really Loved the product.,"TV is awesome , booting time is faster than any other smart TVs. Sound quality is also quite good . Overall it's worth it to buying price.",0,4,"tv is awesome , booting time is faster than any other smart tvs. sound quality is also quite good . overall it's worth it to buying price.",tv is awesome  booting time is faster than any other smart tvs sound quality is also quite good  overall its worth it to buying price,tv awesome booting time faster smart tvs sound quality also quite good overall worth buying price,1,1,1
346,346,346,346,JANSIRANI,2021-05-03,Value for money,Very good.,0,5,very good.,very good,good,1,1,1
347,347,347,347,Niranjan,2021-03-16,Nice,Good value of money,0,5,good value of money,good value of money,good value money,1,1,1
348,348,348,348,Shakti Broto Mandal,2020-11-14,Value for money,A good set of television with moderate smart features. A good product for Indian middle income people..Kudos Samsung..,0,4,a good set of television with moderate smart features. a good product for indian middle income people..kudos samsung..,a good set of television with moderate smart features a good product for indian middle income peoplekudos samsung,good set television moderate smart features good product indian middle income peoplekudos samsung,0,0,0
349,349,349,349,Payal Vadodaria,2020-11-07,Emi option,Sorry my previous review I have mentioned that bank has charged gst actually it's interest on emi amount & service charge.,0,4,sorry my previous review i have mentioned that bank has charged gst actually it's interest on emi amount & service charge.,sorry my previous review i have mentioned that bank has charged gst actually its interest on emi amount  service charge,sorry previous review mentioned bank charged gst actually interest emi amount service charge,0,0,0
350,350,350,350,Gagandeep Singh,2021-07-11,Awesome product,Awesome product,0,5,awesome product,awesome product,awesome product,1,1,1
351,351,351,351,Amazon Customer,2020-12-08,Extended warranty is there,Very nice,0,5,very nice,very nice,nice,1,1,1
352,352,352,352,Umashankar,2021-06-12,Good 32 inch TV,Good TV in 32 inches category with MS office.Only cons is Tizen OS.,0,4,good tv in 32 inches category with ms office.only cons is tizen os.,good tv in 32 inches category with ms officeonly cons is tizen os,good tv 32 inches category ms officeonly cons tizen os,0,0,0
353,353,353,353,Kavitha Prakash,2020-09-20,Slim and smart TV,"Very nice TV, it would be good if you provide the HDMI cable along with the TV.",0,5,"very nice tv, it would be good if you provide the hdmi cable along with the tv.",very nice tv it would be good if you provide the hdmi cable along with the tv,nice tv would good provide hdmi cable along tv,1,1,1
354,354,354,354,Ravikant Mishra,2021-05-04,Good,"Your browser does not support HTML5 video.
        
  Great product with great features.",0,4,"your browser does not support html5 video.
        
  great product with great features.","your browser does not support html5 video
        
  great product with great features",browser support html5 video great product great features,1,0,1
355,355,355,355,Aniket Kataria,2020-11-07,Excellent product,Excellent product from Samsung,0,4,excellent product from samsung,excellent product from samsung,excellent product samsung,1,1,1
356,356,356,356,Amazon Customer,2020-09-26,Good Product. Value for Money,Good Produuct. Sound clarity is awesome. Picture clarity is too sharp. Value for Money,0,5,good produuct. sound clarity is awesome. picture clarity is too sharp. value for money,good produuct sound clarity is awesome picture clarity is too sharp value for money,good produuct sound clarity awesome picture clarity sharp value money,1,1,1
357,357,357,357,shiv sampat singh,2021-08-25,samsung is the best in service,"i buy in dec 2020 it is good in quality  not only this, but i face a remote problum in april 2021 they change it only one call",0,4,"i buy in dec 2020 it is good in quality  not only this, but i face a remote problum in april 2021 they change it only one call",i buy in dec 2020 it is good in quality  not only this but i face a remote problum in april 2021 they change it only one call,buy dec 2020 good quality face remote problum april 2021 change one call,0,0,0
358,358,358,358,Amazon Customer,2021-08-17,Its a good buy,Picture quality is good,0,5,picture quality is good,picture quality is good,picture quality good,1,1,1
359,359,359,359,Vishal Gangavatikar,2021-04-19,"Good Product, value for money","Good product, it has all the features of a smart TV. But doesn’t have a voice remote.",0,5,"good product, it has all the features of a smart tv. but doesn’t have a voice remote.",good product it has all the features of a smart tv but doesn’t have a voice remote,good product features smart tv doesn’t voice remote,1,1,1
360,360,360,360,Yadhukrishnan B,2021-06-21,Good product,Good TV. Very clear audio and video.,0,4,good tv. very clear audio and video.,good tv very clear audio and video,good tv clear audio video,1,1,1
361,361,361,361,SAMARESH ADHIKARI,2021-07-25,Everything is fine,Good,0,5,good,good,good,1,1,1
362,362,362,362,Amazon Customer,2021-02-17,Average quality by Samsung,Average picture quality with clear sounds and just few seconds to open app in tv ...,0,4,average picture quality with clear sounds and just few seconds to open app in tv ...,average picture quality with clear sounds and just few seconds to open app in tv ,average picture quality clear sounds seconds open app tv,0,0,0
363,363,363,363,Rambabu,2021-05-12,Good model,Good product for value of purchase cost.,0,5,good product for value of purchase cost.,good product for value of purchase cost,good product value purchase cost,1,1,1
364,364,364,364,Amit Tambitkar,2021-04-17,Fantastic TV,I bought this TV at just rs. 14500  with discounts. I am satisfied with all the features and picture quality with in budget.,0,4,i bought this tv at just rs. 14500  with discounts. i am satisfied with all the features and picture quality with in budget.,i bought this tv at just rs 14500  with discounts i am satisfied with all the features and picture quality with in budget,bought tv rs 14500 discounts satisfied features picture quality budget,1,1,1
365,365,365,365,Ruchin gupta,2020-08-18,Value to money,"Amazing Led in below 15k,I have got it less then 13k, superb picture quality  latest model provided by amazon Thanks to Samsung and amozon",0,5,"amazing led in below 15k,i have got it less then 13k, superb picture quality  latest model provided by amazon thanks to samsung and amozon",amazing led in below 15ki have got it less then 13k superb picture quality  latest model provided by amazon thanks to samsung and amozon,amazing led 15ki got less 13k superb picture quality latest model provided amazon thanks samsung amozon,1,1,1
366,366,366,366,N Y,2021-06-15,Value for money. Good product,Good smart tv. Picture quality is good. I used this tv last 7 month. Performance and features is good. Sound also gud..,0,5,good smart tv. picture quality is good. i used this tv last 7 month. performance and features is good. sound also gud..,good smart tv picture quality is good i used this tv last 7 month performance and features is good sound also gud,good smart tv picture quality good used tv last 7 month performance features good sound also gud,1,0,1
367,367,367,367,Naresh Guglothu,2020-11-07,Natural Cristal clear Screen,Best price offered by Samsung to samsung brand lovers. Natural and Cristal clear screen sreen. We liked it,0,5,best price offered by samsung to samsung brand lovers. natural and cristal clear screen sreen. we liked it,best price offered by samsung to samsung brand lovers natural and cristal clear screen sreen we liked it,best price offered samsung samsung brand lovers natural cristal clear screen sreen liked,1,0,1
368,368,368,368,Mohammed Nomaan ahmed,2020-10-03,"Samsung,32',inch",Received in good condition.. the brand came to installation on the sane day..🤗Thank you Amazon and Samsung.,0,5,received in good condition.. the brand came to installation on the sane day..🤗thank you amazon and samsung.,received in good condition the brand came to installation on the sane day🤗thank you amazon and samsung,received good condition brand came installation sane day🤗thank amazon samsung,1,1,1
369,369,369,369,P.jaipalreddy,2021-07-07,Good tv,Best it's price range,0,5,best it's price range,best its price range,best price range,1,1,1
370,370,370,370,Souryadip Basak,2021-06-10,Awsome ❤️❤️,All are very Good but connectivity too slow.,0,4,all are very good but connectivity too slow.,all are very good but connectivity too slow,good connectivity slow,0,0,0
371,371,371,371,Harish Sharma,2021-01-21,Like,Like it,0,5,like it,like it,like,1,1,1
372,372,372,372,Rahul Rahul,2020-10-24,Best product,Best featuree,0,5,best featuree,best featuree,best featuree,1,1,1
373,373,373,373,Sikander,2021-02-03,Appreciate to amezon,Thanks to amezon and samsung for this great product  and actually right time deliveryThis product is awesome,0,5,thanks to amezon and samsung for this great product  and actually right time deliverythis product is awesome,thanks to amezon and samsung for this great product  and actually right time deliverythis product is awesome,thanks amezon samsung great product actually right time deliverythis product awesome,1,1,1
374,374,374,374,Sumesh KS,2020-10-17,Got more than what I expected...,Got more than what I expected...,1,5,got more than what i expected...,got more than what i expected,got expected,0,0,0
375,375,375,375,Kuldeep negi,2021-07-09,Believe that,It's nice picture quality & voice to good  Amazon  service is fast and safe . I am filling happy for Amazon customer care service.,0,5,it's nice picture quality & voice to good  amazon  service is fast and safe . i am filling happy for amazon customer care service.,its nice picture quality  voice to good  amazon  service is fast and safe  i am filling happy for amazon customer care service,nice picture quality voice good amazon service fast safe filling happy amazon customer care service,1,1,1
376,376,376,376,Dinesh tarwadiya,2021-07-06,Voice recognition good and smooth interface,"I like this product from samsung m satisfied😊 just required add more TV channels , sounds quality was very good",0,4,"i like this product from samsung m satisfied😊 just required add more tv channels , sounds quality was very good",i like this product from samsung m satisfied😊 just required add more tv channels  sounds quality was very good,like product samsung satisfied😊 required add tv channels sounds quality good,1,1,1
377,377,377,377,Arun Sharma,2020-11-23,Nice TV,Nice TV as of now everything seems good,0,5,nice tv as of now everything seems good,nice tv as of now everything seems good,nice tv everything seems good,1,1,1
378,378,378,378,Neha Gurudasani,2021-04-25,Totally worth it,"Best tv for the cost! Don't think much, JUST BUY IT!!",0,5,"best tv for the cost! don't think much, just buy it!!",best tv for the cost dont think much just buy it,best tv cost dont think much buy,0,0,0
379,379,379,379,Kiran sarkate,2020-11-23,Good,"Remote is not Good ,all product is Good",0,5,"remote is not good ,all product is good",remote is not good all product is good,remote good product good,1,1,1
380,380,380,380,Rajesh,2020-10-23,Super tv,"Very nice tv installation from samsung was also very good nice picture quality,sound quality and connectivity to Samsung's mobile is also good",0,4,"very nice tv installation from samsung was also very good nice picture quality,sound quality and connectivity to samsung's mobile is also good",very nice tv installation from samsung was also very good nice picture qualitysound quality and connectivity to samsungs mobile is also good,nice tv installation samsung also good nice picture qualitysound quality connectivity samsungs mobile also good,1,1,1
381,381,381,381,Y VARA PRASAD,2021-01-30,Quality excellent,Excellent quality..,0,5,excellent quality..,excellent quality,excellent quality,1,1,1
382,382,382,382,KRISHNA GOPAL CHOUDHURY,2021-04-26,Good to buy,"Your browser does not support HTML5 video.
        
  Average quality overall as comparison to price off product",0,4,"your browser does not support html5 video.
        
  average quality overall as comparison to price off product","your browser does not support html5 video
        
  average quality overall as comparison to price off product",browser support html5 video average quality overall comparison price product,0,0,0
383,383,383,383,Ramakant Pateel,2020-10-27,Superbbbb,"Nice product & sound quality, picture quality are superb...",1,5,"nice product & sound quality, picture quality are superb...",nice product  sound quality picture quality are superb,nice product sound quality picture quality superb,1,1,1
384,384,384,384,Ajit Kumar,2020-11-02,Nice Product writhin Range,"Samsung given the ""value for money"" in this LED TV with super fast installation process. Thanks!!",0,4,"samsung given the ""value for money"" in this led tv with super fast installation process. thanks!!",samsung given the value for money in this led tv with super fast installation process thanks,samsung given value money led tv super fast installation process thanks,1,1,1
385,385,385,385,Hari,2021-06-16,Goog product,Smart feature,0,5,smart feature,smart feature,smart feature,0,0,0
386,386,386,386,Amazon Customer,2021-06-10,Good,Very good,0,5,very good,very good,good,1,1,1
387,387,387,387,Jobin George,2020-09-24,Give the quality and value of money also,Good product and quality is good,0,5,good product and quality is good,good product and quality is good,good product quality good,1,1,1
388,388,388,388,Amol p jadhav,2021-03-27,Nice,Nice,0,5,nice,nice,nice,1,1,1
389,389,389,389,Hiteshi,2020-10-27,Love it,Love it,1,5,love it,love it,love,1,1,1
390,390,390,390,parth panchal,2020-10-01,Must buy & better than any Chinese Products,"Amazing product, I have Mi tv as well but its way better than Chinese one. Features are upto the mark and has very competitive price.",0,4,"amazing product, i have mi tv as well but its way better than chinese one. features are upto the mark and has very competitive price.",amazing product i have mi tv as well but its way better than chinese one features are upto the mark and has very competitive price,amazing product mi tv well way better chinese one features upto mark competitive price,1,1,1
391,391,391,391,Poorani,2021-09-16,Best for the price 🤠,The best TV for this price and the features are great 👍,0,5,the best tv for this price and the features are great 👍,the best tv for this price and the features are great 👍,best tv price features great 👍,1,1,1
392,392,392,392,deepak,2020-08-19,Super features tv,Super tv and it's sound quality very good every thing is good in this price segment,1,4,super tv and it's sound quality very good every thing is good in this price segment,super tv and its sound quality very good every thing is good in this price segment,super tv sound quality good every thing good price segment,1,1,1
393,393,393,393,MessyMice,2021-06-14,Nice!!!,"Wonderful product just bought in lockdown🔒🔒🔒,1 month of using no problem I've faced yet...... although still going good...",0,5,"wonderful product just bought in lockdown🔒🔒🔒,1 month of using no problem i've faced yet...... although still going good...",wonderful product just bought in lockdown🔒🔒🔒1 month of using no problem ive faced yet although still going good,wonderful product bought lockdown🔒🔒🔒1 month using problem ive faced yet although still going good,1,0,1
394,394,394,394,AJIT SHAH,2021-04-12,Good,"Sound n smart features r good,But Picture resoiution from right n left is not d same as what v see from CENTRE",0,4,"sound n smart features r good,but picture resoiution from right n left is not d same as what v see from centre",sound n smart features r goodbut picture resoiution from right n left is not d same as what v see from centre,sound n smart features r goodbut picture resoiution right n left v see centre,0,0,0
395,395,395,395,Divyankit,2020-10-22,Overall fantasyic,"Video, sound quality and speed are awesome.But Tizen store should contain moreapps.",0,5,"video, sound quality and speed are awesome.but tizen store should contain moreapps.",video sound quality and speed are awesomebut tizen store should contain moreapps,video sound quality speed awesomebut tizen store contain moreapps,0,0,0
396,396,396,396,Suraj Gupta,2021-08-16,A must have tv,Truly amazing,0,5,truly amazing,truly amazing,truly amazing,1,1,1
397,397,397,397,vettri,2021-02-20,Good,Good..samsung always great,0,4,good..samsung always great,goodsamsung always great,goodsamsung always great,1,1,1
398,398,398,398,Mohsin S.,2020-08-25,Good for the discounted price,"Excellent for the price I got it for , around 12,500But is not worth the mrp of 20 plus k",0,4,"excellent for the price i got it for , around 12,500but is not worth the mrp of 20 plus k",excellent for the price i got it for  around 12500but is not worth the mrp of 20 plus k,excellent price got around 12500but worth mrp 20 plus k,1,1,1
399,399,399,399,Balaji Pandiyarajan,2021-10-12,Good to buy,We are mainly bought this tv for smart feature usage.....yes it really meant the expectation....go for it.,0,5,we are mainly bought this tv for smart feature usage.....yes it really meant the expectation....go for it.,we are mainly bought this tv for smart feature usageyes it really meant the expectationgo for it,mainly bought tv smart feature usageyes really meant expectationgo,1,0,0
400,400,400,400,Saravanan A,2021-07-15,Nice,Super,0,5,super,super,super,1,0,0
401,401,401,401,Yesu,2021-04-28,Samsung TV good,Nice sound like a theater sounds.Picture quality good.I am to buy this product.👍👍❤️,0,4,nice sound like a theater sounds.picture quality good.i am to buy this product.👍👍❤️,nice sound like a theater soundspicture quality goodi am to buy this product👍👍❤️,nice sound like theater soundspicture quality goodi buy product👍👍❤️,1,1,1
402,402,402,402,Umang Agrawal,2020-08-06,Value for money,This tv is good. Tv delivered on 30 july n installed next 2 days by samsung. Picture quality is good and sound is not low Average. Samsung is good.,0,5,this tv is good. tv delivered on 30 july n installed next 2 days by samsung. picture quality is good and sound is not low average. samsung is good.,this tv is good tv delivered on 30 july n installed next 2 days by samsung picture quality is good and sound is not low average samsung is good,tv good tv delivered 30 july n installed next 2 days samsung picture quality good sound low average samsung good,0,0,0
403,403,403,403,T PRASAD,2020-12-06,Picture quality is good,There is little bit problem in casting . Voice recognition not available,0,4,there is little bit problem in casting . voice recognition not available,there is little bit problem in casting  voice recognition not available,little bit problem casting voice recognition available,1,1,1
404,404,404,404,Vijay Kumar,2021-06-08,Gud product,Value for money,1,4,value for money,value for money,value money,1,1,1
405,405,405,405,Lalit,2020-11-13,display not working,Display Not Working Blind received faulty product,0,5,display not working blind received faulty product,display not working blind received faulty product,display working blind received faulty product,0,0,0
406,406,406,406,Arunima,2021-07-13,Happy with the TV,"Very happy with the tv features, the picture quality is really good and user friendly and smart features",0,5,"very happy with the tv features, the picture quality is really good and user friendly and smart features",very happy with the tv features the picture quality is really good and user friendly and smart features,happy tv features picture quality really good user friendly smart features,1,1,1
407,407,407,407,karavadara ram lila,2021-04-14,Sounds and pictures quality HD unbilebel,Samsung good product.pictures quality sounds and smart features is brilliant osum. Rimot control so good,0,5,samsung good product.pictures quality sounds and smart features is brilliant osum. rimot control so good,samsung good productpictures quality sounds and smart features is brilliant osum rimot control so good,samsung good productpictures quality sounds smart features brilliant osum rimot control good,0,0,0
408,408,408,408,sudheeravunuri,2021-08-20,Good choice...,Nice picture quality and sound too,0,5,nice picture quality and sound too,nice picture quality and sound too,nice picture quality sound,0,1,1
409,409,409,409,Manohar Kumar,2020-10-23,Owesom,Go for it,0,5,go for it,go for it,go,0,0,0
410,410,410,410,RUTHVIK P,2021-07-30,V Good,V good,1,5,v good,v good,v good,1,1,1
411,411,411,411,Z,2021-04-15,It’s very user friendly,It’s all good,1,5,it’s all good,it’s all good,it’s good,1,1,1
412,412,412,412,Aditi Agrawal,2020-12-22,Good quality,TV has a good picture and sound quality. Happy with the product,0,5,tv has a good picture and sound quality. happy with the product,tv has a good picture and sound quality happy with the product,tv good picture sound quality happy product,1,1,1
413,413,413,413,Mahesh Bankar,2021-01-10,"Superb, Excellent, Worth it every penny.......","All functions are superb in this price range Samsung provide good quality picture,Voice don't think go for it.",0,5,"all functions are superb in this price range samsung provide good quality picture,voice don't think go for it.",all functions are superb in this price range samsung provide good quality picturevoice dont think go for it,functions superb price range samsung provide good quality picturevoice dont think go,0,0,0
414,414,414,414,Vickyzodape,2020-10-31,Superb performance of tv,This smart TV is awesome with all smart features it can connect our wifi lan too. Picture quality is amazing 👍👍,0,5,this smart tv is awesome with all smart features it can connect our wifi lan too. picture quality is amazing 👍👍,this smart tv is awesome with all smart features it can connect our wifi lan too picture quality is amazing 👍👍,smart tv awesome smart features connect wifi lan picture quality amazing 👍👍,1,1,1
415,415,415,415,Sandip Roy,2021-08-16,Best Smart TV in this range.Just go for it.Samsung Service is also very quick n good.,xxx,0,5,xxx,xxx,xxx,0,0,0
416,416,416,416,nitin pundir,2021-04-03,VALUE FOR MONEY,Great LED.Controlled price.Remote..with minimi keys..so easy to use.VALUE FOR MONEY,0,5,great led.controlled price.remote..with minimi keys..so easy to use.value for money,great ledcontrolled priceremotewith minimi keysso easy to usevalue for money,great ledcontrolled priceremotewith minimi keysso easy usevalue money,1,1,1
417,417,417,417,abin,2021-04-16,Nice product,Very good quality sound and picture,1,5,very good quality sound and picture,very good quality sound and picture,good quality sound picture,0,1,0
418,418,418,418,Parshant,2021-08-25,Nice,Nice,0,5,nice,nice,nice,1,1,1
419,419,419,419,Maharajan,2021-03-25,Price little bit higher but overall good  product,Overall product is Good.Only faced issue sometimes entering Apps.Price little bit higher,0,4,overall product is good.only faced issue sometimes entering apps.price little bit higher,overall product is goodonly faced issue sometimes entering appsprice little bit higher,overall product goodonly faced issue sometimes entering appsprice little bit higher,1,1,1
420,420,420,420,Vijay,2021-09-14,Very nice and easy to use,Very nice and easy to use,0,4,very nice and easy to use,very nice and easy to use,nice easy use,1,1,1
421,421,421,421,MANISH,2020-10-26,Fallen in love,Picture & sound quality is fabulousI'm very happy  for this productThank youAmazon & Samsung,0,5,picture & sound quality is fabulousi'm very happy  for this productthank youamazon & samsung,picture  sound quality is fabulousim very happy  for this productthank youamazon  samsung,picture sound quality fabulousim happy productthank youamazon samsung,0,0,0
422,422,422,422,Deepak Mishra,2020-09-11,Great Experience,"I'm super happy with this samsung led tv it's features, picture quality & voice super experience. Thank you samsung & thank you amazon.",0,5,"i'm super happy with this samsung led tv it's features, picture quality & voice super experience. thank you samsung & thank you amazon.",im super happy with this samsung led tv its features picture quality  voice super experience thank you samsung  thank you amazon,im super happy samsung led tv features picture quality voice super experience thank samsung thank amazon,1,1,1
423,423,423,423,Chandrakant Dubey,2021-04-01,Excellent,video and sound quality excellent,1,4,video and sound quality excellent,video and sound quality excellent,video sound quality excellent,1,1,1
424,424,424,424,Prashant,2021-09-08,Connectivity,"Excellent picture quality, superb sound like woofer and specially Connectivity is awesome. I always love Samsung. Tq",0,4,"excellent picture quality, superb sound like woofer and specially connectivity is awesome. i always love samsung. tq",excellent picture quality superb sound like woofer and specially connectivity is awesome i always love samsung tq,excellent picture quality superb sound like woofer specially connectivity awesome always love samsung tq,1,1,1
425,425,425,425,sourav patra,2021-05-15,Ok,Ok,0,5,ok,ok,ok,0,0,0
426,426,426,426,Dinesh,2021-06-04,Sound quality is not good,Connectivity is good and sound quality is like 5 watt out decent loudPitcher quality fine...,0,4,connectivity is good and sound quality is like 5 watt out decent loudpitcher quality fine...,connectivity is good and sound quality is like 5 watt out decent loudpitcher quality fine,connectivity good sound quality like 5 watt decent loudpitcher quality fine,1,0,1
427,427,427,427,CA kumar,2021-06-20,Item Missing,"Install Stand doesn’t come in box, it should be part of TV.",0,4,"install stand doesn’t come in box, it should be part of tv.",install stand doesn’t come in box it should be part of tv,install stand doesn’t come box part tv,1,1,1
428,428,428,428,keerthi,2021-02-06,Bezt,Excellent tv for affordable price,0,5,excellent tv for affordable price,excellent tv for affordable price,excellent tv affordable price,1,1,1
429,429,429,429,Starwind,2020-10-30,Best Tv at 15k price range,Good TV at this price range which is mainly NOT CHINESE.,0,5,good tv at this price range which is mainly not chinese.,good tv at this price range which is mainly not chinese,good tv price range mainly chinese,1,1,1
430,430,430,430,Amazon Customer,2021-07-26,Tabal top not available,Tabal top not available in this modal..Samsung doing cost control in this product,0,5,tabal top not available in this modal..samsung doing cost control in this product,tabal top not available in this modalsamsung doing cost control in this product,tabal top available modalsamsung cost control product,0,0,0
431,431,431,431,Payal,2021-06-23,Great product,Satisfied service,0,5,satisfied service,satisfied service,satisfied service,0,0,0
432,432,432,432,Rajan Jain,2021-10-06,Very good product,Very good product,0,5,very good product,very good product,good product,1,1,1
433,433,433,433,gaurav,2021-09-03,Awesome product,I used it everything is good,1,5,i used it everything is good,i used it everything is good,used everything good,1,1,1
434,434,434,434,P B,2020-10-11,Value for money,"Smart features, great picture quality.Great voice recognition.Recommended.",0,4,"smart features, great picture quality.great voice recognition.recommended.",smart features great picture qualitygreat voice recognitionrecommended,smart features great picture qualitygreat voice recognitionrecommended,1,1,0
435,435,435,435,SATWAJI KUMAR,2020-11-03,Picture quality,Good entry level,0,5,good entry level,good entry level,good entry level,1,1,1
436,436,436,436,Anindya Pal,2020-10-12,"Good product, reliability of a food brand.","Very easy to use. Good picture and sound quality, not like any cheaper alternatives.",0,5,"very easy to use. good picture and sound quality, not like any cheaper alternatives.",very easy to use good picture and sound quality not like any cheaper alternatives,easy use good picture sound quality like cheaper alternatives,1,1,1
437,437,437,437,Amazon Customer,2021-04-11,Value for money,Good TV works fine.,0,4,good tv works fine.,good tv works fine,good tv works fine,1,1,1
438,438,438,438,Deep,2021-04-28,Good,Good,1,5,good,good,good,1,1,1
439,439,439,439,Gopal,2021-02-14,Great,Good,0,5,good,good,good,1,1,1
440,440,440,440,mukesh singh,2021-03-24,Display,Super display awesome audio,1,5,super display awesome audio,super display awesome audio,super display awesome audio,1,1,1
441,441,441,441,Jhony Sharma,2020-12-20,Best Product in this price range,Gud pic qualitySound is osmRealiable brand samsungGo for itBest product in this range !!!!!!,0,5,gud pic qualitysound is osmrealiable brand samsunggo for itbest product in this range !!!!!!,gud pic qualitysound is osmrealiable brand samsunggo for itbest product in this range ,gud pic qualitysound osmrealiable brand samsunggo itbest product range,0,0,0
442,442,442,442,Inder,2020-11-18,"No Amazon name ,bill, warranty card in tv box",No Amazon name or sticker on TV boxNo warranty cardNo billOnly Samsung TV delivered by Ecart service,0,5,no amazon name or sticker on tv boxno warranty cardno billonly samsung tv delivered by ecart service,no amazon name or sticker on tv boxno warranty cardno billonly samsung tv delivered by ecart service,amazon name sticker tv boxno warranty cardno billonly samsung tv delivered ecart service,0,0,0
443,443,443,443,Sumit Kumar,2021-03-12,Good,Good tv.,0,4,good tv.,good tv,good tv,1,1,1
444,444,444,444,Suneesh Edachery,2020-09-23,Worth,Super tv,0,5,super tv,super tv,super tv,1,1,1
445,445,445,445,Narendra parihar,2020-10-02,Samsung 32 inch smart TV,"Best in class I'm impressed by the quality of  the TV 📺 I love Samsung service just one word for Samsung "" Best in class "".",0,5,"best in class i'm impressed by the quality of  the tv 📺 i love samsung service just one word for samsung "" best in class "".",best in class im impressed by the quality of  the tv 📺 i love samsung service just one word for samsung  best in class ,best class im impressed quality tv 📺 love samsung service one word samsung best class,1,1,1
446,446,446,446,Supreme Roy,2021-02-16,Perfect,Excellent,0,5,excellent,excellent,excellent,1,1,1
447,447,447,447,Amazon Customer,2021-06-16,Good,Good product,0,5,good product,good product,good product,1,1,1
448,448,448,448,Pankaj Sharma,2021-05-18,Value for money,Fantastic budgeted LED,0,5,fantastic budgeted led,fantastic budgeted led,fantastic budgeted led,1,1,1
449,449,449,449,KAMAL,2020-11-25,Value of money,Nice product with good sound and pictures quality and easy to install apps.,0,5,nice product with good sound and pictures quality and easy to install apps.,nice product with good sound and pictures quality and easy to install apps,nice product good sound pictures quality easy install apps,1,1,1
450,450,450,450,Rahul Kumar,2021-04-14,Good product by samsung,Go for it.,1,5,go for it.,go for it,go,0,0,0
451,451,451,451,Anuj Kumar,2020-11-17,टीवी इंस्टॉलेशन इंजिनियर सर्विस बहुत खराब है 4 दिन में भी नहीं आए,"The TV features are very good, but Samsung installation engineer could not provide service even in 52 hours.",0,4,"the tv features are very good, but samsung installation engineer could not provide service even in 52 hours.",the tv features are very good but samsung installation engineer could not provide service even in 52 hours,tv features good samsung installation engineer could provide service even 52 hours,0,0,0
452,452,452,452,Lalit,2020-08-23,product is good,installation is process is very slow not respond good,0,4,installation is process is very slow not respond good,installation is process is very slow not respond good,installation process slow respond good,0,0,0
453,453,453,453,Pankaj Bhardwaj,2020-10-27,good,Good smart tv & samsung is my favorite brands,1,4,good smart tv & samsung is my favorite brands,good smart tv  samsung is my favorite brands,good smart tv samsung favorite brands,1,0,1
454,454,454,454,praveen,2021-02-17,Good,Good,1,4,good,good,good,1,1,1
455,455,455,455,Vaibhav Jogdand,2020-11-17,Nice home decor,Quality picture nd easy to use just had issue with installation it was got delayed.,0,5,quality picture nd easy to use just had issue with installation it was got delayed.,quality picture nd easy to use just had issue with installation it was got delayed,quality picture nd easy use issue installation got delayed,1,1,1
456,456,456,456,ranjanar,2020-10-20,Satisfied with TV,Thank You Amazon Team.Product got delivered at expected location and happy with the features supported by Samsung.,0,4,thank you amazon team.product got delivered at expected location and happy with the features supported by samsung.,thank you amazon teamproduct got delivered at expected location and happy with the features supported by samsung,thank amazon teamproduct got delivered expected location happy features supported samsung,1,1,0
457,457,457,457,Shirish,2021-06-21,Didn't recieve T.V stand,The quality of the T.V is amazingbut I didn't recieve the T.V Stand (Which is usually given with T.V),0,4,the quality of the t.v is amazingbut i didn't recieve the t.v stand (which is usually given with t.v),the quality of the tv is amazingbut i didnt recieve the tv stand which is usually given with tv,quality tv amazingbut didnt recieve tv stand usually given tv,0,0,0
