,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
134,134,134,134,Mahesh Joshi,2021-09-02,Not up to mark.wastage of money,"My complaint is with respect of watch case side baar whole is broken on date just with in a period of less than six months of purchae.matereal is worse.I want tochange/replace the case of watch.For this what is the procedure.let me tell at your earliest.
",0,1,"my complaint is with respect of watch case side baar whole is broken on date just with in a period of less than six months of purchae.matereal is worse.i want tochange/replace the case of watch.for this what is the procedure.let me tell at your earliest.
","my complaint is with respect of watch case side baar whole is broken on date just with in a period of less than six months of purchaematereal is worsei want tochangereplace the case of watchfor this what is the procedurelet me tell at your earliest
",complaint respect watch case side baar whole broken date period less six months purchaematereal worsei want tochangereplace case watchfor procedurelet tell earliest,0,0,0
135,135,135,135,Devarshi Susania,2020-05-26,Very bad product,"Works for 2 days and then does not sync with the phone. Have to delete and uninstall the app and then set everything up again and then after 2 days again it stops syncing.Not good at all
",0,1,"works for 2 days and then does not sync with the phone. have to delete and uninstall the app and then set everything up again and then after 2 days again it stops syncing.not good at all
","works for 2 days and then does not sync with the phone have to delete and uninstall the app and then set everything up again and then after 2 days again it stops syncingnot good at all
",works 2 days sync phone delete uninstall app set everything 2 days stops syncingnot good,0,1,0
136,136,136,136,Ranjana Rai,2021-06-30,In accurate .,"Most inaccurate product .you wear and sleep it shows 500 steps already and 300 calories. Its doesn't give accurate information which is the most important features one looks for in a smart watch.i brought it in sale for 13000 and my return window is also closed .
",0,1,"most inaccurate product .you wear and sleep it shows 500 steps already and 300 calories. its doesn't give accurate information which is the most important features one looks for in a smart watch.i brought it in sale for 13000 and my return window is also closed .
","most inaccurate product you wear and sleep it shows 500 steps already and 300 calories its doesnt give accurate information which is the most important features one looks for in a smart watchi brought it in sale for 13000 and my return window is also closed 
",inaccurate product wear sleep shows 500 steps already 300 calories doesnt give accurate information important features one looks smart watchi brought sale 13000 return window also closed,0,0,0
137,137,137,137,Piyush Rajvenshi,2020-12-26,THE BEST! 🔥,"Best watch..it keep your track from sleep to mensurations. It helps you in every possible wayThere are lots of features in just small watch and I think it's just worth 14-15k.. I Mean I just love this product!
",0,5,"best watch..it keep your track from sleep to mensurations. it helps you in every possible waythere are lots of features in just small watch and i think it's just worth 14-15k.. i mean i just love this product!
","best watchit keep your track from sleep to mensurations it helps you in every possible waythere are lots of features in just small watch and i think its just worth 1415k i mean i just love this product
",best watchit keep track sleep mensurations helps every possible waythere lots features small watch think worth 1415k mean love product,1,1,1
138,138,138,138,Naveen,2021-01-29,No after support,"Watch is not working within one year of very low usage. Amazon says they can't help, reach out to Fitbit. Fitbit folks say they can't help, reach out to the retailer. Retailer is not listed anymore on Amazon. What should I do?
",0,1,"watch is not working within one year of very low usage. amazon says they can't help, reach out to fitbit. fitbit folks say they can't help, reach out to the retailer. retailer is not listed anymore on amazon. what should i do?
","watch is not working within one year of very low usage amazon says they cant help reach out to fitbit fitbit folks say they cant help reach out to the retailer retailer is not listed anymore on amazon what should i do
",watch working within one year low usage amazon says cant help reach fitbit fitbit folks say cant help reach retailer retailer listed anymore amazon,0,0,0
139,139,139,139,Ibrahim,2020-11-12,Versa 2 Nfc comparability is not available in india,"Beautiful product but what put me off was  the fact that they did advertise NFC compatible watch while in reality the feature is not available in india. Had to ask for a refund which was addressed and initiated properly. I think I will order versa 3 instead.
",0,5,"beautiful product but what put me off was  the fact that they did advertise nfc compatible watch while in reality the feature is not available in india. had to ask for a refund which was addressed and initiated properly. i think i will order versa 3 instead.
","beautiful product but what put me off was  the fact that they did advertise nfc compatible watch while in reality the feature is not available in india had to ask for a refund which was addressed and initiated properly i think i will order versa 3 instead
",beautiful product put fact advertise nfc compatible watch reality feature available india ask refund addressed initiated properly think order versa 3 instead,0,0,0
140,140,140,140,Shubham shukla,2021-01-15,Worst smart watch,"This is totally fake product  after using 5 days the battery of the watch is discharge in every 12 hours and Many time u will face bluetooth will be automatically discounted automatically now after 4 days charger is not working worst experience
",0,1,"this is totally fake product  after using 5 days the battery of the watch is discharge in every 12 hours and many time u will face bluetooth will be automatically discounted automatically now after 4 days charger is not working worst experience
","this is totally fake product  after using 5 days the battery of the watch is discharge in every 12 hours and many time u will face bluetooth will be automatically discounted automatically now after 4 days charger is not working worst experience
",totally fake product using 5 days battery watch discharge every 12 hours many time u face bluetooth automatically discounted automatically 4 days charger working worst experience,0,0,0
141,141,141,141,Amazon Customer,2021-10-08,FitBit went off after 1 year & 2 months,"FitBit started showing a static screen one day randomly. Then it got worse. The static screen stayed permanently. No help from fitbit.
",1,1,"fitbit started showing a static screen one day randomly. then it got worse. the static screen stayed permanently. no help from fitbit.
","fitbit started showing a static screen one day randomly then it got worse the static screen stayed permanently no help from fitbit
",fitbit started showing static screen one day randomly got worse static screen stayed permanently help fitbit,0,0,0
142,142,142,142,Shishir sharma,2021-07-25,Don't buy,"All in all it's a difficult device to set up ,enabling alexa was a task as it kept on saying the password is incorrect , get's disconnected on its own will ,there are better fitness tracker in the market ,highly priced with respect to the services offered
",0,3,"all in all it's a difficult device to set up ,enabling alexa was a task as it kept on saying the password is incorrect , get's disconnected on its own will ,there are better fitness tracker in the market ,highly priced with respect to the services offered
","all in all its a difficult device to set up enabling alexa was a task as it kept on saying the password is incorrect  gets disconnected on its own will there are better fitness tracker in the market highly priced with respect to the services offered
",difficult device set enabling alexa task kept saying password incorrect gets disconnected better fitness tracker market highly priced respect services offered,0,1,0
143,143,143,143,Ankit Shinde,2022-02-24,Overal superb smart watch but only thing disappointed is not in-built gps,"Overal superb smart watch but only thing disappointed is not in-built gps
",0,5,"overal superb smart watch but only thing disappointed is not in-built gps
","overal superb smart watch but only thing disappointed is not inbuilt gps
",overal superb smart watch thing disappointed inbuilt gps,0,0,0
144,144,144,144,Rajeev,2020-03-01,"Great watch, let down by the strap.","While I liked the overall package of the watch, the strap itself doesn’t look good. It looks a lot likeRubbery. For a watch that costs -20K, the strap looks much cheaper. I would suggest improving the  quality of the strap significantly.
",0,4,"while i liked the overall package of the watch, the strap itself doesn’t look good. it looks a lot likerubbery. for a watch that costs -20k, the strap looks much cheaper. i would suggest improving the  quality of the strap significantly.
","while i liked the overall package of the watch the strap itself doesn’t look good it looks a lot likerubbery for a watch that costs 20k the strap looks much cheaper i would suggest improving the  quality of the strap significantly
",liked overall package watch strap doesn’t look good looks lot likerubbery watch costs 20k strap looks much cheaper would suggest improving quality strap significantly,0,0,0
145,145,145,145,Harpreet,2021-04-21,Do not buy if you want notifications on it.,"Serious software issues are there. You won't get notifications on it after update. Just search Google for notifications service not running and you will get to know the struggle of customers.
",0,1,"serious software issues are there. you won't get notifications on it after update. just search google for notifications service not running and you will get to know the struggle of customers.
","serious software issues are there you wont get notifications on it after update just search google for notifications service not running and you will get to know the struggle of customers
",serious software issues wont get notifications update search google notifications service running get know struggle customers,0,0,0
146,146,146,146,Yawar,2021-07-06,Low accuracy,"This product is just for show off.  this smart watch  has no accuracy . FIT BIT IS waste try MI band which has 97% accuracy and PRICE IS 2500 INR
",0,4,"this product is just for show off.  this smart watch  has no accuracy . fit bit is waste try mi band which has 97% accuracy and price is 2500 inr
","this product is just for show off  this smart watch  has no accuracy  fit bit is waste try mi band which has 97 accuracy and price is 2500 inr
",product show smart watch accuracy fit bit waste try mi band 97 accuracy price 2500 inr,0,0,0
147,147,147,147,Anupam patel,2020-03-17,The perfect,"The best fit nest for for andriod userBattery life is 2 days around
",2,4,"the best fit nest for for andriod userbattery life is 2 days around
","the best fit nest for for andriod userbattery life is 2 days around
",best fit nest andriod userbattery life 2 days around,0,0,0
148,148,148,148,Mahalingam Neelakantan,2020-01-22,Good job fitbit,"Amoled display is great!The new processor makes the user interface less glitchy compared to the original OS Fitbit needs to step up their OS they fall behind to watch OS  by apple and wear OS by google
",0,5,"amoled display is great!the new processor makes the user interface less glitchy compared to the original os fitbit needs to step up their os they fall behind to watch os  by apple and wear os by google
","amoled display is greatthe new processor makes the user interface less glitchy compared to the original os fitbit needs to step up their os they fall behind to watch os  by apple and wear os by google
",amoled display greatthe new processor makes user interface less glitchy compared original os fitbit needs step os fall behind watch os apple wear os google,0,0,0
149,149,149,149,Rumit parikh,2021-08-22,Rubbish,"I request all to not buy this product. They are such a useless and rubbish people they don’t have any service Center in India. And they don’t even reply the email. So do not buy this product. It’s not remain connected to app and app is also useless.
",0,1,"i request all to not buy this product. they are such a useless and rubbish people they don’t have any service center in india. and they don’t even reply the email. so do not buy this product. it’s not remain connected to app and app is also useless.
","i request all to not buy this product they are such a useless and rubbish people they don’t have any service center in india and they don’t even reply the email so do not buy this product it’s not remain connected to app and app is also useless
",request buy product useless rubbish people don’t service center india don’t even reply email buy product it’s remain connected app app also useless,0,0,0
150,150,150,150,Sandip,2020-09-04,Not seemless with iphone,"Firbit and Apple stop acting like kids and improve the app for Apple
",0,4,"firbit and apple stop acting like kids and improve the app for apple
","firbit and apple stop acting like kids and improve the app for apple
",firbit apple stop acting like kids improve app apple,0,0,0
151,151,151,151,EmEss,2020-01-28,Not a reliable product..,"My Fitbit Versa2 stopped working in less than 3 months.... not responding to any of the reviving methods described in various forums n community.... no service back up... avoid..
",1,2,"my fitbit versa2 stopped working in less than 3 months.... not responding to any of the reviving methods described in various forums n community.... no service back up... avoid..
","my fitbit versa2 stopped working in less than 3 months not responding to any of the reviving methods described in various forums n community no service back up avoid
",fitbit versa2 stopped working less 3 months responding reviving methods described various forums n community service back avoid,0,0,0
152,152,152,152,Anu Bhutani,2020-03-13,Worst Product ever,"Syncing does not work at all with this device. Everytime you disconnect the bluetooth, you have to start over again and setup the device. Which takes about an 1 hr of time everytime.Rather than adding convenience it is more of a headache.
",0,1,"syncing does not work at all with this device. everytime you disconnect the bluetooth, you have to start over again and setup the device. which takes about an 1 hr of time everytime.rather than adding convenience it is more of a headache.
","syncing does not work at all with this device everytime you disconnect the bluetooth you have to start over again and setup the device which takes about an 1 hr of time everytimerather than adding convenience it is more of a headache
",syncing work device everytime disconnect bluetooth start setup device takes 1 hr time everytimerather adding convenience headache,0,0,0
153,153,153,153,Ecylla,2020-07-12,"Good with Apple, terrible with android.","Has horrible connectivity with android phones.
",1,3,"has horrible connectivity with android phones.
","has horrible connectivity with android phones
",horrible connectivity android phones,0,0,0
154,154,154,154,Amazon Customer,2021-02-16,Bad accuracy,"Accuracy is very poor. I returned itThanks to Amazon for prompt refund
",0,2,"accuracy is very poor. i returned itthanks to amazon for prompt refund
","accuracy is very poor i returned itthanks to amazon for prompt refund
",accuracy poor returned itthanks amazon prompt refund,0,0,0
155,155,155,155,Milind,2021-01-07,Dead in few months and No warranty support in India,"Dead after few months. I tried all support for warranty but it is a pure scam. Just avoid this piece of garbage.
",0,1,"dead after few months. i tried all support for warranty but it is a pure scam. just avoid this piece of garbage.
","dead after few months i tried all support for warranty but it is a pure scam just avoid this piece of garbage
",dead months tried support warranty pure scam avoid piece garbage,0,0,0
156,156,156,156,Shaik tanveer,2021-03-17,Damaged product,"I got a damaged product.. it never turned on.. I kept it for charge but looks like there is an issue with the product.. it never got charged... The seal also was tampered and the box looked old and used.
",0,1,"i got a damaged product.. it never turned on.. i kept it for charge but looks like there is an issue with the product.. it never got charged... the seal also was tampered and the box looked old and used.
","i got a damaged product it never turned on i kept it for charge but looks like there is an issue with the product it never got charged the seal also was tampered and the box looked old and used
",got damaged product never turned kept charge looks like issue product never got charged seal also tampered box looked old used,0,0,0
157,157,157,157,Nikhil Bhagwani,2020-07-07,Totally worth it 👍,"Thank you for a flawless buying experience.Happy with the on time delivery and packaging of the product.Fit and finish of the Versa 2 is excellent.Enjoying the experience of using an excellent product.
",0,5,"thank you for a flawless buying experience.happy with the on time delivery and packaging of the product.fit and finish of the versa 2 is excellent.enjoying the experience of using an excellent product.
","thank you for a flawless buying experiencehappy with the on time delivery and packaging of the productfit and finish of the versa 2 is excellentenjoying the experience of using an excellent product
",thank flawless buying experiencehappy time delivery packaging productfit finish versa 2 excellentenjoying experience using excellent product,1,1,1
158,158,158,158,Prag Bhatnagar,2020-11-19,Not Worth the money,"It has good looks. However performance is extremely bad. It takes hell lot of a time to connect. And once it get started , it gives wrong data. No use at all. I do not recommend this product as it will be waste of money.
",0,1,"it has good looks. however performance is extremely bad. it takes hell lot of a time to connect. and once it get started , it gives wrong data. no use at all. i do not recommend this product as it will be waste of money.
","it has good looks however performance is extremely bad it takes hell lot of a time to connect and once it get started  it gives wrong data no use at all i do not recommend this product as it will be waste of money
",good looks however performance extremely bad takes hell lot time connect get started gives wrong data use recommend product waste money,0,0,0
159,159,159,159,Amazon Customer,2020-12-17,Good looking efficient smartwatch,"Love wearing it. Keeps encouraging me to move more and challenge myself
",0,4,"love wearing it. keeps encouraging me to move more and challenge myself
","love wearing it keeps encouraging me to move more and challenge myself
",love wearing keeps encouraging move challenge,1,1,1
160,160,160,160,somrhita,2020-11-11,Good sleek smart watch,"It is a good smart sleek watch , but the accuracy for calories and steps are incorrect . I hope fitbit debugs it soon .
",0,4,"it is a good smart sleek watch , but the accuracy for calories and steps are incorrect . i hope fitbit debugs it soon .
","it is a good smart sleek watch  but the accuracy for calories and steps are incorrect  i hope fitbit debugs it soon 
",good smart sleek watch accuracy calories steps incorrect hope fitbit debugs soon,0,0,0
161,161,161,161,SUHAIL,2020-03-08,"My 20,000 Is waste on this product.","Complicated to operate. And if we are roaming in car then it will counting steps. Totally waste of money.
",0,3,"complicated to operate. and if we are roaming in car then it will counting steps. totally waste of money.
","complicated to operate and if we are roaming in car then it will counting steps totally waste of money
",complicated operate roaming car counting steps totally waste money,0,0,0
162,162,162,162,SRG,2021-05-16,Scratch in the screen,"After long waiting during the lockdown today we have received the watch , but it’s disappointed by receiving the defective product. Anyways ordered for the replacement.
",0,1,"after long waiting during the lockdown today we have received the watch , but it’s disappointed by receiving the defective product. anyways ordered for the replacement.
","after long waiting during the lockdown today we have received the watch  but it’s disappointed by receiving the defective product anyways ordered for the replacement
",long waiting lockdown today received watch it’s disappointed receiving defective product anyways ordered replacement,0,0,0
163,163,163,163,ashwin,2021-12-06,Great aid for Fitness tracking !,"Very good fitness smartwatch. Few issues -1. Should have better response to display ON. Y flicking wrist.2. Does not ability to change songs by flicking wrist while running.
",0,4,"very good fitness smartwatch. few issues -1. should have better response to display on. y flicking wrist.2. does not ability to change songs by flicking wrist while running.
","very good fitness smartwatch few issues 1 should have better response to display on y flicking wrist2 does not ability to change songs by flicking wrist while running
",good fitness smartwatch issues 1 better response display flicking wrist2 ability change songs flicking wrist running,0,0,0
164,164,164,164,Geetika,2020-08-07,Awesome!!!,"My first fitness tracker but delivers everything it promises. Music enthusiast might be a tad bit disappointed though. I love it!!
",0,5,"my first fitness tracker but delivers everything it promises. music enthusiast might be a tad bit disappointed though. i love it!!
","my first fitness tracker but delivers everything it promises music enthusiast might be a tad bit disappointed though i love it
",first fitness tracker delivers everything promises music enthusiast might tad bit disappointed though love,0,0,0
165,165,165,165,Sreedevi,2020-03-06,Great product but defective charger,"The product was really good but the charger never seemed to work.Idk if it was Amazon’s fault or the manufacturer’s,but I’m gonna give a 2-star because the product was great but for its charger/charging.
",0,2,"the product was really good but the charger never seemed to work.idk if it was amazon’s fault or the manufacturer’s,but i’m gonna give a 2-star because the product was great but for its charger/charging.
","the product was really good but the charger never seemed to workidk if it was amazon’s fault or the manufacturer’sbut i’m gonna give a 2star because the product was great but for its chargercharging
",product really good charger never seemed workidk amazon’s fault manufacturer’sbut i’m gonna give 2star product great chargercharging,1,1,0
166,166,166,166,Prateek Sharma,2020-11-04,Not worth it! Poor acccuracy amd unpredictable behaviour.,"Accuracy of steps is poor. Counts steps also while a person is asleep. The calls are also unpredictable. Sometimes the call alert comes and sometimes not. Not expected from a brand like Fitbit.
",0,3,"accuracy of steps is poor. counts steps also while a person is asleep. the calls are also unpredictable. sometimes the call alert comes and sometimes not. not expected from a brand like fitbit.
","accuracy of steps is poor counts steps also while a person is asleep the calls are also unpredictable sometimes the call alert comes and sometimes not not expected from a brand like fitbit
",accuracy steps poor counts steps also person asleep calls also unpredictable sometimes call alert comes sometimes expected brand like fitbit,0,0,0
167,167,167,167,Amazon Customer,2021-10-07,Not worth it,"The calorie count and the steps count are very inaccurate. It shows 200 calories for 30 steps and 100 calories even while sitting idle. Inspite of giving 12k if this is the case not sure how to trust it. Very disappointing.
",0,2,"the calorie count and the steps count are very inaccurate. it shows 200 calories for 30 steps and 100 calories even while sitting idle. inspite of giving 12k if this is the case not sure how to trust it. very disappointing.
","the calorie count and the steps count are very inaccurate it shows 200 calories for 30 steps and 100 calories even while sitting idle inspite of giving 12k if this is the case not sure how to trust it very disappointing
",calorie count steps count inaccurate shows 200 calories 30 steps 100 calories even sitting idle inspite giving 12k case sure trust disappointing,0,0,0
168,168,168,168,Priyanshu,2021-04-17,Buy a better device,"This product has a life of around 30 days after which the mobile app had decreased functionality. The device started to malfunction. Voice assistant was non existent. Notifications only pop up sometimes. Big thumbs down.
",0,1,"this product has a life of around 30 days after which the mobile app had decreased functionality. the device started to malfunction. voice assistant was non existent. notifications only pop up sometimes. big thumbs down.
","this product has a life of around 30 days after which the mobile app had decreased functionality the device started to malfunction voice assistant was non existent notifications only pop up sometimes big thumbs down
",product life around 30 days mobile app decreased functionality device started malfunction voice assistant non existent notifications pop sometimes big thumbs,0,0,0
169,169,169,169,Anu Priya,2020-12-26,Notification problems is HUGE,"The product is nothing but average. I own a oneplus 7 n this one gives a loooooot of trouble with notifications, Bluetooth pairing, n other apps
",0,2,"the product is nothing but average. i own a oneplus 7 n this one gives a loooooot of trouble with notifications, bluetooth pairing, n other apps
","the product is nothing but average i own a oneplus 7 n this one gives a loooooot of trouble with notifications bluetooth pairing n other apps
",product nothing average oneplus 7 n one gives loooooot trouble notifications bluetooth pairing n apps,0,0,0
170,170,170,170,Sumit,2020-03-07,Smart Fitness tracker but not a Smart Watch,"Superb battery life.Watch faces are limited.Notification are buggy, good for watch and fitness track but may not br smart enough for phone
",0,5,"superb battery life.watch faces are limited.notification are buggy, good for watch and fitness track but may not br smart enough for phone
","superb battery lifewatch faces are limitednotification are buggy good for watch and fitness track but may not br smart enough for phone
",superb battery lifewatch faces limitednotification buggy good watch fitness track may br smart enough phone,0,0,0
171,171,171,171,YASHPAL MALIK,2020-08-08,not as expected,"One needs to keep purchasing all that is needed to use this tracker.  Plus no gps. Not really liking this product
",0,2,"one needs to keep purchasing all that is needed to use this tracker.  plus no gps. not really liking this product
","one needs to keep purchasing all that is needed to use this tracker  plus no gps not really liking this product
",one needs keep purchasing needed use tracker plus gps really liking product,1,0,1
172,172,172,172,Poonam Kothari,2020-03-02,No use buying it,"It doesn't synchronise with ur phone. Settings with mobile app is nt well functioned..It is so difficult to resolve it. Thrs no proper setting or conduct for Alexa. No mode of contact for assistance...very disappointed...
",0,1,"it doesn't synchronise with ur phone. settings with mobile app is nt well functioned..it is so difficult to resolve it. thrs no proper setting or conduct for alexa. no mode of contact for assistance...very disappointed...
","it doesnt synchronise with ur phone settings with mobile app is nt well functionedit is so difficult to resolve it thrs no proper setting or conduct for alexa no mode of contact for assistancevery disappointed
",doesnt synchronise ur phone settings mobile app nt well functionedit difficult resolve thrs proper setting conduct alexa mode contact assistancevery disappointed,0,0,0
173,173,173,173,Pra_sen_jit,2021-02-13,Smart choice smart watch👍,"Excellent premium watch, accuracy is little bit ok, even when i am driving, its counting steps!
",0,4,"excellent premium watch, accuracy is little bit ok, even when i am driving, its counting steps!
","excellent premium watch accuracy is little bit ok even when i am driving its counting steps
",excellent premium watch accuracy little bit ok even driving counting steps,1,1,1
174,174,174,174,Chetan,2021-03-31,Not supporting to one plus nord,"Fitbit app is disgusting it doesn’t supports to “one plus nord “mobile it’s keeps getting disconnected after one day of use......ppl who are having one plus mobile don’t buy Fitbit watch as it doesn’t supports.
",0,1,"fitbit app is disgusting it doesn’t supports to “one plus nord “mobile it’s keeps getting disconnected after one day of use......ppl who are having one plus mobile don’t buy fitbit watch as it doesn’t supports.
","fitbit app is disgusting it doesn’t supports to “one plus nord “mobile it’s keeps getting disconnected after one day of useppl who are having one plus mobile don’t buy fitbit watch as it doesn’t supports
",fitbit app disgusting doesn’t supports “one plus nord “mobile it’s keeps getting disconnected one day useppl one plus mobile don’t buy fitbit watch doesn’t supports,0,0,0
175,175,175,175,Varun,2021-09-28,No clarity on warranty,"Charger doesn't work after a few weeks and am unsure how to get it repaired. Didn't recieve any info about warranty etc while buying. Its an okay product, app is annoying. Try to buy from a shop if possible
",0,1,"charger doesn't work after a few weeks and am unsure how to get it repaired. didn't recieve any info about warranty etc while buying. its an okay product, app is annoying. try to buy from a shop if possible
","charger doesnt work after a few weeks and am unsure how to get it repaired didnt recieve any info about warranty etc while buying its an okay product app is annoying try to buy from a shop if possible
",charger doesnt work weeks unsure get repaired didnt recieve info warranty etc buying okay product app annoying try buy shop possible,0,0,0
176,176,176,176,Nachiket Agni,2021-08-31,Damaged Item Received,"Received a product with scratches on the body and screen. The return window was also very short in order to get a replacement for the same.Suggestion for others- Please do check the item at the time of delivery. :)
",0,1,"received a product with scratches on the body and screen. the return window was also very short in order to get a replacement for the same.suggestion for others- please do check the item at the time of delivery. :)
","received a product with scratches on the body and screen the return window was also very short in order to get a replacement for the samesuggestion for others please do check the item at the time of delivery 
",received product scratches body screen return window also short order get replacement samesuggestion others please check item time delivery,0,0,0
177,177,177,177,Rakesh,2021-07-18,Smart and good looking,"I like watch but Fitbit apps are limited
",0,4,"i like watch but fitbit apps are limited
","i like watch but fitbit apps are limited
",like watch fitbit apps limited,0,0,0
178,178,178,178,Sunil krishna,2019-12-29,Useless priduct,"The media could not be loaded.
                Its useless product..it count steps and calories even when i drive and when it is not in use..i want to return this but the dae has been over..no customer care no or service center available in Lucknow...
",0,1,"the media could not be loaded.
                its useless product..it count steps and calories even when i drive and when it is not in use..i want to return this but the dae has been over..no customer care no or service center available in lucknow...
","the media could not be loaded
                its useless productit count steps and calories even when i drive and when it is not in usei want to return this but the dae has been overno customer care no or service center available in lucknow
",media could loaded useless productit count steps calories even drive usei want return dae overno customer care service center available lucknow,0,0,0
179,179,179,179,Amazon Customer,2020-11-10,Nice,"Iam first time user to fitbit , i have already used apple 3 and amazfit gts but the fitbit versa 2 is really super
",0,5,"iam first time user to fitbit , i have already used apple 3 and amazfit gts but the fitbit versa 2 is really super
","iam first time user to fitbit  i have already used apple 3 and amazfit gts but the fitbit versa 2 is really super
",iam first time user fitbit already used apple 3 amazfit gts fitbit versa 2 really super,0,0,0
180,180,180,180,BigDiggerNick,2021-01-24,Very stish,"Loved my fitbit. Got what I expected!!
",0,5,"loved my fitbit. got what i expected!!
","loved my fitbit got what i expected
",loved fitbit got expected,0,0,0
181,181,181,181,Pooja Vivekanandan,2020-07-08,Incorrect bpm,"It shows wrong heart beat count .
",0,2,"it shows wrong heart beat count .
","it shows wrong heart beat count 
",shows wrong heart beat count,0,1,0
182,182,182,182,Ronit Ghosh,2020-06-10,Not worth as 20k,"Switch not working properly and can't connect to android once connected to ios. And the wake up on motion is also a bit defective and lagging.
",0,3,"switch not working properly and can't connect to android once connected to ios. and the wake up on motion is also a bit defective and lagging.
","switch not working properly and cant connect to android once connected to ios and the wake up on motion is also a bit defective and lagging
",switch working properly cant connect android connected ios wake motion also bit defective lagging,0,0,0
183,183,183,183,Abhishek,2020-10-09,Not worth the price,"The watch is not good also not worth the price. Everytime I need to sync it with my Fitbit app
",1,1,"the watch is not good also not worth the price. everytime i need to sync it with my fitbit app
","the watch is not good also not worth the price everytime i need to sync it with my fitbit app
",watch good also worth price everytime need sync fitbit app,1,1,1
184,184,184,184,Arnavv,2020-10-08,Dont buy this product,"The dial did not fit right in my wrist , I requested for a return, they disagreed .so please read all instructions while buying Amazon is not a apni dukan .
",1,1,"the dial did not fit right in my wrist , i requested for a return, they disagreed .so please read all instructions while buying amazon is not a apni dukan .
","the dial did not fit right in my wrist  i requested for a return they disagreed so please read all instructions while buying amazon is not a apni dukan 
",dial fit right wrist requested return disagreed please read instructions buying amazon apni dukan,0,0,0
185,185,185,185,Mayuri D.,2021-03-05,Does not sync,"Pathetic watch... The watch doesn't sync with phone app... There is always an issue with the synchronisation... And now the app does not detect the watch...
",0,1,"pathetic watch... the watch doesn't sync with phone app... there is always an issue with the synchronisation... and now the app does not detect the watch...
","pathetic watch the watch doesnt sync with phone app there is always an issue with the synchronisation and now the app does not detect the watch
",pathetic watch watch doesnt sync phone app always issue synchronisation app detect watch,0,0,0
186,186,186,186,Amazon Customer,2021-08-10,Good quality but very high priced,"The quality seems good but pricing is very high. Other watches in the same configuration are much cheaper.
",0,3,"the quality seems good but pricing is very high. other watches in the same configuration are much cheaper.
","the quality seems good but pricing is very high other watches in the same configuration are much cheaper
",quality seems good pricing high watches configuration much cheaper,1,0,1
187,187,187,187,Dimpy,2021-08-06,This particular Fitbit verse never worked,"The Fitbit versa doesn’t synch with app and screen on watch also doesn’t display any thing apart from 4 dots.The charging and restart tried many times with no results.
",0,2,"the fitbit versa doesn’t synch with app and screen on watch also doesn’t display any thing apart from 4 dots.the charging and restart tried many times with no results.
","the fitbit versa doesn’t synch with app and screen on watch also doesn’t display any thing apart from 4 dotsthe charging and restart tried many times with no results
",fitbit versa doesn’t synch app screen watch also doesn’t display thing apart 4 dotsthe charging restart tried many times results,0,0,0
188,188,188,188,Amazon Customer,2021-06-27,It does not perform as claimed,"Disgusting gadget- the person whom I gifted this reports that the distance walked shows erroneously- 30% under statement. Sleep data is also erratic.Dusappointment
",0,2,"disgusting gadget- the person whom i gifted this reports that the distance walked shows erroneously- 30% under statement. sleep data is also erratic.dusappointment
","disgusting gadget the person whom i gifted this reports that the distance walked shows erroneously 30 under statement sleep data is also erraticdusappointment
",disgusting gadget person gifted reports distance walked shows erroneously 30 statement sleep data also erraticdusappointment,0,0,0
189,189,189,189,Jatin M,2021-01-16,Worth every penny,"Was already on fitbit with alta, upgraded to versa, and am glad i did,really awesome!
",0,5,"was already on fitbit with alta, upgraded to versa, and am glad i did,really awesome!
","was already on fitbit with alta upgraded to versa and am glad i didreally awesome
",already fitbit alta upgraded versa glad didreally awesome,1,1,1
190,190,190,190,Cute guy,2020-06-23,Expensive,"Expensive and not much useful product. The product also not much accurate and also have some compatibility issues. This review is all about what I expected from this price range.
",0,3,"expensive and not much useful product. the product also not much accurate and also have some compatibility issues. this review is all about what i expected from this price range.
","expensive and not much useful product the product also not much accurate and also have some compatibility issues this review is all about what i expected from this price range
",expensive much useful product product also much accurate also compatibility issues review expected price range,0,0,0
191,191,191,191,Naveen,2020-10-28,Screen is not working after 9 months. NO SERVICE CENTER in hyderabad,"Screen is not working after 9 months. NO SERVICE CENTER in hyderabad
",0,1,"screen is not working after 9 months. no service center in hyderabad
","screen is not working after 9 months no service center in hyderabad
",screen working 9 months service center hyderabad,0,0,0
192,192,192,192,vikrammanoharan,2021-10-20,Not accurate,"Not accurate on active zone, calculating active zone,even in idle time.Its calculating steps while driving. Don't buy this product.
",0,1,"not accurate on active zone, calculating active zone,even in idle time.its calculating steps while driving. don't buy this product.
","not accurate on active zone calculating active zoneeven in idle timeits calculating steps while driving dont buy this product
",accurate active zone calculating active zoneeven idle timeits calculating steps driving dont buy product,0,0,0
193,193,193,193,Amazon Customer,2020-07-13,Great product! Go for it!,"Awesome product! I like the battery backup and tracking of heart rate and sleep. Which is not this great when compared to Apple iwatch series. Loving it..
",0,5,"awesome product! i like the battery backup and tracking of heart rate and sleep. which is not this great when compared to apple iwatch series. loving it..
","awesome product i like the battery backup and tracking of heart rate and sleep which is not this great when compared to apple iwatch series loving it
",awesome product like battery backup tracking heart rate sleep great compared apple iwatch series loving,1,1,1
